"id_pessoa";"idade_pessoa";"salario_ano_pessoa";"propriedade_pessoa";"anos_trabalhados_pessoa";"id_emprestimo";"motivo_emprestimo";"pontuacao_emprestimo";"valor_emprestimo";"taxa_juros_emprestimo";"status_inadimplencia";"percentual_emprestimo_salario";"id_historico";"verifica_inadimplencia";"tempo_primeira_solicitacao"
"N4qa5leh-BTgH";24;98518;"Hipoteca";8.0;"6whJpSSb-6scB";"Empreendimento";"A";10000;8.59;0;0.1;"BlfEMnFQ-runy";"N";3
"vX0Qulf9-WAXk";23;65000;"Hipoteca";5.0;"TE3wdm8a-T5tz";"Pagamento_debitos";"A";2275;0.0;0;0.04;"WQdyceFi-XO75";"N";2
"FhwHz5W9-0uyZ";41;110004;"Hipoteca";7.0;"A3NfZD3P-fijS";"Educativo";"C";25000;12.73;0;0.23;"gc0e0Uc8-6QFU";"Y";14
"7IfuMUZE-OkNj";22;36000;"Hipoteca";6.0;"KuxkHbmu-fDU8";"Pessoal";"A";18500;7.9;0;0.51;"8lQYIaIj-xlFx";"N";4
"f64mggew-0OPd";26;58900;"Hipoteca";8.0;"ybO5ZQBm-PAAI";"Pessoal";"";3500;8.49;0;0.08;"7zEbd8k2-J4Sc";"";9
"Fbn8rQ9E-b5mN";25;21600;"Aluguel";0.0;"rJUBjUGS-rbJW";"Medico";"B";5200;11.86;1;0.24;"GSQKaKXT-aEoP";"N";3
"BXDmZlzI-hCfA";35;38760;"Aluguel";2.0;"hTF38CQA-KfCY";"Medico";"F";8000;18.09;1;0.21;"tBbY8DAB-6LKH";"Y";7
"26vxEAko-CouY";28;120000;"Hipoteca";0.0;"dMPX36kq-8d55";"Pessoal";"B";20000;0.0;0;0.17;"5crSnxbt-sk09";"N";5
"L6K7QCNS-vrnu";36;95000;"Aluguel";3.0;"4AevblGY-9uQN";"Empreendimento";"A";7375;8.94;0;0.08;"hlXjWUsj-0t3o";"N";15
"uSJzOSLL-U1ho";42;60000;"Hipoteca";4.0;"5Eiw3MxE-hKRH";"Melhora_do_lar";"B";8850;10.37;0;0.15;"h9CWL6xE-vOMJ";"N";16
"uFmLi1Ni-j8Od";58;27000;"Aluguel";0.0;"jUXYcqzv-zD1T";"Melhora_do_lar";"D";3500;16.0;1;0.13;"lTPo5Z5O-lJDc";"Y";21
"xffkqof4-xJZl";24;95000;"Propria";0.0;"FzizInlU-bbOi";"Melhora_do_lar";"C";0;6.92;0;0.12;"d3BThumK-Jqwj";"N";9
"ybFXxzNu-XeyY";21;30600;"Aluguel";0.0;"UpcKkvIU-mGZO";"Pagamento_debitos";"A";7000;7.29;0;0.23;"J5sOplon-zw9R";"N";2
"0EgfgtnX-YOZ6";27;62900;"Aluguel";3.0;"ROpQfOPU-Usfa";"Medico";"D";12000;15.95;1;0.16;"bMzuDPxW-xx8c";"N";9
"y8P4F0NH-EKuJ";24;56000;"Aluguel";8.0;"HHpRNwrX-z4Hk";"Empreendimento";"B";12000;11.49;0;0.21;"b4eatXzF-YEel";"N";2
"Ty4XJIxe-xFNJ";23;51996;"Hipoteca";3.0;"nr3yiJRQ-UDKb";"";"A";8000;8.9;0;0.05;"6UZFaLKd-0PLB";"N";4
"8aCwFQHN-o0BU";37;30000;"Aluguel";0.0;"9ynsHlGb-7sdB";"Educativo";"B";10800;12.21;1;0.36;"awOZ4ook-C3uC";"N";14
"SwTi9QmC-MzxD";32;36000;"Aluguel";1.0;"Ock5BKfp-rX9e";"Pessoal";"B";2500;10.0;0;0.07;"QqEtXPF1-wGn1";"N";6
"DwiQF8vo-E0ef";22;25000;"Aluguel";4.0;"oBYLurxe-g190";"Empreendimento";"B";8000;10.74;1;0.32;"MOe5CwLl-UJqR";"N";4
"aO0ethDQ-MnX4";23;85272;"Aluguel";7.0;"KRd674EN-88hM";"Educativo";"B";5000;11.11;0;0.06;"nsu8kW3f-nja0";"N";2
"0qH1mYXv-HiFD";28;30000;"Aluguel";2.0;"J95fGY8u-k9H3";"Pessoal";"A";5200;5.42;0;0.17;"FUXTci4p-OT4o";"N";7
"iBTjtTyy-gjXl";29;68004;"Hipoteca";13.0;"irU0BUKI-nadb";"Pessoal";"B";3500;12.21;0;0.05;"W53DEBYU-przq";"N";9
"1yjr3wLG-y3U3";24;0;"Hipoteca";5.0;"oqF1aM0x-8WXA";"Medico";"D";0;17.27;1;0.01;"6ycOxM5t-Xd9U";"N";2
"J33KkldG-C3uR";22;40000;"Aluguel";2.0;"ff0ZCb2e-u52K";"Pagamento_debitos";"C";5025;13.43;0;0.13;"XIICC8vk-JmtT";"N";2
"EAyhmgyI-HvFK";28;110000;"Hipoteca";8.0;"wJfj6TYP-O7d2";"Melhora_do_lar";"A";15000;6.54;0;0.14;"MjQQmC52-wpwo";"N";6
"w7DjdPKU-3OZw";21;27000;"Aluguel";0.0;"DMazNILJ-rgiD";"Pagamento_debitos";"C";4800;13.49;0;0.18;"ZAM0WZtO-Wujy";"N";4
"FQzT0n22-24Y3";24;131400;"Aluguel";8.0;"LsnylSam-OW8L";"Pagamento_debitos";"D";8000;15.99;1;0.06;"nH4ORCsj-zif4";"N";2
"bA7y6xQP-ye8U";34;39000;"Aluguel";0.0;"0K7as7jo-ENAL";"Melhora_do_lar";"C";22400;0.0;1;0.57;"irbrbdsk-rCwq";"Y";9
"rGNgeNDl-WvoM";21;80000;"Aluguel";6.0;"0RQ3Yhn7-0B2C";"Empreendimento";"A";18000;7.9;0;0.23;"eJ2OXlO4-Oi6S";"N";2
"I33UeKyT-aawe";36;24168;"Aluguel";2.0;"OEHBw6HO-FkO1";"Medico";"C";9925;13.06;1;0.41;"gWeE3UIl-9TPu";"Y";12
"iZONxxtT-sjKA";22;42000;"Hipoteca";6.0;"FpX17GNp-9zAN";"Educativo";"C";15000;13.49;0;0.36;"i7lz2OAa-zPAo";"Y";4
"uPZwuOSJ-6MEm";27;42000;"Aluguel";3.0;"tBoSDxym-9ivL";"Pagamento_debitos";"B";8800;11.71;0;0.21;"JJ3iUbEK-pPZT";"N";5
"3TzzMqXA-LguI";32;70000;"Hipoteca";3.0;"DsCNbn37-ezsE";"Empreendimento";"A";4000;5.79;0;0.06;"Qx4LAOdF-Jq3D";"N";5
"ARRZ7Uop-MBe3";27;105000;"Hipoteca";11.0;"YednFSHv-uShd";"Educativo";"A";28000;0.0;0;0.27;"y5tdJPmw-9WfF";"N";7
"hRlBAIvI-LPvz";22;39000;"Aluguel";0.0;"cKjsYF7B-E4jw";"Pagamento_debitos";"D";2000;14.84;1;0.05;"hjqqtBlX-DFnC";"Y";2
"yAfiNNgG-33IF";22;28500;"Hipoteca";1.0;"BLDjqfjG-592l";"Pagamento_debitos";"A";8500;7.68;0;0.3;"5GML2xc3-NLX7";"N";4
"CFeG1hH5-gbQS";26;36800;"Aluguel";0.0;"qzFgHMKJ-nz7g";"Medico";"B";5900;10.71;0;0.16;"8oaqOcNX-eI8n";"N";4
"qJdaxR2B-HhDt";23;47233;"Aluguel";7.0;"kSiM32BY-ZaQF";"Pagamento_debitos";"B";5000;11.36;0;0.11;"vY9CKNJj-tKub";"N";4
"UXmrsEMO-W4Ki";33;285000;"Hipoteca";0.0;"F6B1X7Dj-xRga";"Pagamento_debitos";"C";10000;13.99;0;0.04;"hKHFiDlF-v2aU";"N";7
"ATqTBr7z-eucL";25;56544;"Aluguel";3.0;"m2emBYzZ-K0Bg";"Educativo";"B";23000;0.0;1;0.41;"PNf5Ggz8-pQoD";"N";2
"GDFXlvdJ-jAYq";24;69000;"Hipoteca";1.0;"acAMq3YA-kmmN";"Educativo";"B";4900;10.96;1;0.07;"8xByPWgA-KKwg";"N";2
"6zfsjE0k-6bvN";23;50000;"Aluguel";3.0;"DzzKJfpd-btv0";"Medico";"B";5600;11.49;0;0.11;"zkm2iMlE-Bg8q";"N";4
"0SqQrhjS-utMG";38;30000;"Aluguel";6.0;"8JZ7F9YG-CSAi";"Pagamento_debitos";"A";8000;0.0;0;0.27;"M83Si1NG-cpbP";"N";12
"oFmD4xWI-5ja6";26;0;"Aluguel";4.0;"rspJuG9s-XI9G";"Pagamento_debitos";"C";12000;0.0;0;0.14;"4BF7dxKz-KGlm";"N";2
"NGcd7DPc-jRZe";26;108000;"Aluguel";2.0;"bih5iJgQ-zWNO";"Pessoal";"D";25000;15.05;1;0.23;"W4CCFfrh-uhK0";"N";3
"MYeEXwIA-Lnw1";36;40000;"Aluguel";2.0;"zxIr5KfM-I5tX";"Educativo";"C";11250;14.27;0;0.28;"NtPCcGzU-4g0G";"N";12
"pPSK8CJY-gf8h";24;42000;"Propria";7.0;"I2NgNUEw-xnHK";"Medico";"A";3000;7.51;0;0.07;"1v89UAan-hpKx";"N";2
"JXK5DUtQ-a0zl";38;40000;"Hipoteca";5.0;"Kgdo6AWJ-BpY9";"Pessoal";"A";10000;5.99;0;0.25;"sKppzn9b-SMkK";"N";17
"ohB8JK1h-snsO";23;39500;"Aluguel";7.0;"eZhLhNsp-kdpy";"Medico";"A";11000;0.0;0;0.28;"RDrN6WGM-uZYb";"N";2
"QJqZ76cG-QTZz";23;55000;"Propria";6.0;"jTjhLEbW-ymZk";"Empreendimento";"C";18500;13.16;0;0.34;"ad6yD4NJ-6Mo5";"N";3
"XTgpsBmy-xFuk";22;55200;"Hipoteca";6.0;"4xYsz8W9-F7eG";"Melhora_do_lar";"A";7200;0.0;1;0.13;"geCxsUEy-n3fP";"N";4
"7Jl4id0u-aGqg";65;76000;"Aluguel";3.0;"JRkHfFdP-UKWX";"Melhora_do_lar";"B";35000;10.99;1;0.46;"j3UUCRF7-iTJB";"N";28
"KjawoxqL-v4Ny";25;96901;"Aluguel";3.0;"Gl0ouKBw-SvrP";"Pessoal";"C";20000;0.0;1;0.21;"w8EQ0CEM-5FlB";"N";3
"G0DLFF2E-OZrW";26;33800;"Aluguel";4.0;"uIliP4Ot-IAdq";"Educativo";"C";13000;13.57;1;0.38;"aTyY6Uva-ryCD";"N";4
"vPEHQMGY-YN6x";24;54000;"Aluguel";2.0;"xKL3rBjZ-rcvr";"Educativo";"A";6000;7.14;0;0.11;"9habx4nW-EkZW";"N";3
"L0snaNrT-6R8k";25;50000;"Hipoteca";9.0;"97phKpNm-fbhO";"Pagamento_debitos";"B";5000;11.36;0;0.1;"uaAN7JsM-ezCY";"N";2
"4xARem1N-ygJD";22;62400;"Aluguel";3.0;"bzAUDMeO-P2J9";"Educativo";"D";24000;14.84;1;0.38;"ZeEZAWOw-xlKk";"N";2
"cHi1ZAWx-HyQI";21;25000;"Hipoteca";2.0;"m3dwli5R-EFsz";"Empreendimento";"B";3600;9.91;0;0.14;"qhIQJRk3-05tb";"N";4
"RZYHIBGI-lh9q";27;30000;"Aluguel";4.0;"w6ZUOWMC-wIpM";"Pessoal";"A";8650;8.94;0;0.29;"Lg6Zm7Hl-pyKl";"N";6
"2zweDZ7e-CAjp";52;52000;"Hipoteca";1.0;"KctGG5s2-qO0L";"Medico";"A";17000;7.88;1;0.33;"0khHvm10-UUrT";"N";18
"STcMLql1-HF8q";30;37000;"Aluguel";0.0;"KuKlbs7F-9rJH";"Medico";"B";2750;9.99;0;0.07;"0eQARJU6-vK1B";"N";5
"tsjohFTZ-Mc1j";38;48000;"Hipoteca";1.0;"tft1Zdqe-M1RN";"Pessoal";"A";18000;8.49;0;0.38;"ygcOc37W-dT1C";"N";11
"5yIc4Lxt-TJH4";22;52800;"Hipoteca";6.0;"9WGGt5u0-8OAC";"Pessoal";"A";7000;6.76;0;0.13;"m65tms4W-dTFF";"N";2
"fTphXRD5-OqAG";27;42000;"Aluguel";4.0;"E8bfctsF-yKIs";"Pagamento_debitos";"B";8500;9.99;0;0.2;"uddKcEUG-yCAA";"N";8
"34fPuITs-5Shx";25;38400;"Hipoteca";9.0;"YaENZthR-8hUw";"Empreendimento";"B";12000;10.38;0;0.31;"KuovS0K6-pwuh";"N";3
"Bg07oUkT-9sqx";26;139992;"Hipoteca";0.0;"lkwrdgbz-bTJ7";"Pagamento_debitos";"B";14400;0.0;0;0.1;"MS4GJ2Dt-UgOt";"N";2
"Nw2cPKIG-M3EP";23;50000;"Hipoteca";5.0;"c8n3apdT-KQUo";"Empreendimento";"A";3600;5.99;0;0.07;"jPD35Im3-XuAZ";"N";2
"wyzBbEKx-4iuc";25;62467;"Aluguel";1.0;"CmpbqlQ4-7Tpc";"Melhora_do_lar";"B";7250;10.65;0;0.12;"UTRgawSi-9wai";"N";4
"8hHsob7h-8gFA";30;48996;"Hipoteca";14.0;"1aUKCwX3-2ZhD";"Educativo";"C";1200;14.35;1;0.02;"F181tS5B-xZTQ";"N";7
"HxUiPU4M-cQxq";26;61000;"Hipoteca";8.0;"bWE1bp38-TQXs";"Medico";"B";21000;0.0;0;0.34;"N3NXMXc6-7bd8";"N";2
"MWRYga8b-Agz1";47;80004;"Hipoteca";5.0;"ajCPJGoI-WSzM";"Educativo";"B";7000;0.0;0;0.09;"9y71nhJg-QNwU";"N";15
"PSkjb4fA-Imnn";22;65416;"Hipoteca";6.0;"fJAiMFXq-vBTd";"Educativo";"A";8000;6.92;0;0.12;"XUybziKf-bktO";"N";2
"cwE00aXR-xcvB";26;125000;"Hipoteca";3.0;"5NjX5S97-TCiF";"Educativo";"D";24000;15.28;0;0.19;"Eu0yP7NC-1KnS";"Y";4
"PQ0whHnF-ZCDD";26;54000;"Hipoteca";6.0;"MfKPPYwy-Qqiq";"Melhora_do_lar";"A";10000;7.51;0;0.19;"t4N5TyII-w5Lu";"N";3
"Dmrq57Xn-KrbK";23;21600;"Aluguel";5.0;"GibJ82t9-HyFx";"Pessoal";"C";5000;13.06;1;0.23;"qgfqzJ0w-c8XD";"Y";4
"GRA4pzf8-uMSv";0;135000;"Hipoteca";0.0;"9dv0Enr7-0001";"Melhora_do_lar";"D";10000;0.0;0;0.2;"m7BqQR3Y-5N1n";"N";8
"iuy9rFWq-eY8m";28;60000;"Aluguel";12.0;"Z5NMK1ky-J0OM";"Melhora_do_lar";"D";1500;16.77;0;0.03;"U1T73cyE-7usn";"Y";8
"3oidpCcm-ygU8";27;35000;"Propria";2.0;"gZDgl0W0-aKEd";"Educativo";"A";14000;7.49;0;0.4;"HUmZgycI-2PdM";"N";8
"sghI16ph-Uhcr";26;54396;"Aluguel";10.0;"ENwJw8Ac-ZpJm";"Medico";"C";4500;0.0;0;0.08;"Zpjus7sM-0M1E";"N";3
"b7JGmMNz-fymN";33;42000;"Hipoteca";0.0;"c4gNQxfH-nhhD";"";"A";10000;13.43;0;0.16;"htcDNgg1-cDrQ";"Y";2
"cWATaEUJ-JC5x";23;40000;"Propria";7.0;"isnA9SCC-fwvX";"Medico";"A";5000;8.49;0;0.13;"3zJBdoKD-ELGE";"N";4
"h7DyYdRD-FCfR";25;100000;"Hipoteca";3.0;"g9tAiIAv-QIua";"Medico";"A";12000;5.79;0;0.12;"M8aBfSjn-FtRd";"N";2
"DYJmZt8I-OM1u";27;46000;"Hipoteca";11.0;"FnedUBUx-FiQ7";"Educativo";"A";8725;9.32;1;0.19;"OqTYBmlw-WMB2";"N";9
"eEMLln87-gokl";24;35000;"Hipoteca";2.0;"aYAQ31wo-xX6b";"Melhora_do_lar";"A";7500;7.9;0;0.21;"JifO1A5I-Rdvt";"N";3
"4Cvjp4gt-mYFy";32;57192;"Aluguel";5.0;"8aNy65gU-iWYN";"Pessoal";"A";6400;8.0;0;0.11;"7AwGa8kE-jNm1";"N";5
"jBlXw9Pa-HwQT";28;143000;"Hipoteca";3.0;"7NJp3sAS-ExbQ";"Pagamento_debitos";"E";25000;17.93;1;0.17;"jA6tFkOE-RZXz";"N";6
"tWKefeKd-UQAH";23;33204;"Aluguel";7.0;"6WouKqAN-NddR";"Educativo";"C";2250;12.73;0;0.0;"w8EX8x6O-CcrP";"N";4
"1ay2s31P-6aJu";22;42000;"Aluguel";6.0;"tO2Sm7nc-jnct";"Pagamento_debitos";"C";7000;12.68;0;0.17;"vmydtoHG-3T9M";"N";2
"l3QGGZkb-LFWG";24;91000;"Hipoteca";8.0;"PUBRNSZJ-uI1E";"Empreendimento";"A";7000;8.0;0;0.08;"f7UT9RZt-DgEZ";"N";3
"QWIFoLFB-JN5t";48;82500;"Aluguel";4.0;"mwtywox3-hu9U";"Melhora_do_lar";"A";18000;7.51;0;0.22;"wUbr5ZGt-E1Fo";"N";16
"e0m2AbiX-Xxno";48;20400;"Aluguel";4.0;"YRXIXQu8-8FRT";"Medico";"A";12000;7.49;1;0.59;"aIg2tBJu-p3N1";"N";12
"Rxld06ey-yUFZ";29;37000;"Aluguel";1.0;"e84QmssL-aH0m";"Medico";"C";10000;12.53;0;0.27;"9Xfu6GxR-g9kj";"N";5
"F6psK4rm-Ub1C";30;250000;"Propria";8.0;"KLn4W1wY-0HKr";"Medico";"D";15000;15.99;0;0.06;"KnLWE4x3-bP22";"Y";8
"viadusRP-kdER";23;140000;"Hipoteca";7.0;"kUX568xl-jv1S";"Pessoal";"C";6000;13.49;0;0.04;"H1bfRTSG-7p3D";"Y";3
"ojGPSZOY-Ee3p";24;78386;"Propria";3.0;"A54LApGa-vs18";"Educativo";"A";4000;5.42;0;0.05;"9HLrpf1r-0JcH";"N";3
"0i0scds2-5Yeg";21;40000;"Aluguel";4.0;"2IjvN3iU-svJD";"Empreendimento";"A";5000;5.79;0;0.13;"GHCU6xg0-hnC6";"N";2
"RCvhQtO9-PC28";22;75000;"Aluguel";2.0;"Y6BYiRox-kjQn";"Educativo";"B";19600;12.42;0;0.26;"vS7xDInS-rDUZ";"N";3
"nKT0dxYC-UeJ5";24;47000;"Hipoteca";0.0;"bx8xNgfQ-vvEb";"Pessoal";"C";12000;13.49;0;0.26;"zCvXj1LY-f1f6";"Y";3
"fMmSvBit-n2Jb";30;120000;"Hipoteca";6.0;"TBf8T97X-GcaJ";"Medico";"A";9600;7.66;0;0.08;"SSy3SFtL-lMe6";"N";9
"zC8mISCG-077D";24;97000;"Hipoteca";3.0;"asp8o5Ix-E4uY";"Educativo";"C";6400;15.96;0;0.07;"bCp8M8MK-dq9X";"N";3
"mlBvoYds-mHoS";25;47004;"Aluguel";1.0;"MaI7qy13-FgYh";"Pagamento_debitos";"C";8000;12.53;0;0.17;"8DYuyqPa-AGER";"Y";4
"KuWto4ni-odBY";27;80000;"Aluguel";3.0;"e4bhNFFz-stxp";"Pagamento_debitos";"B";7500;12.18;0;0.09;"JnT3bP6u-nYLT";"N";5
"sRprgldE-Coc8";23;105000;"Hipoteca";4.0;"2Ht8rOXL-SZOb";"Empreendimento";"A";7200;7.51;0;0.07;"mS09GE8e-0egv";"N";3
"ylwiXZZN-bqTX";41;43439;"Aluguel";0.0;"Nfov7jnH-ZMFN";"Empreendimento";"C";15000;12.73;1;0.35;"Ip9mXzpx-Fcgr";"Y";15
"i4D54Oaj-a5eC";26;65000;"Hipoteca";11.0;"Ly60yZot-PE0k";"Empreendimento";"A";10950;7.88;0;0.17;"B7op668N-qZZb";"N";2
"3prReeTI-Z3tY";43;28000;"Hipoteca";4.0;"owU70wDK-J9GC";"Melhora_do_lar";"D";6250;0.0;1;0.22;"N3HuXrLc-vrCX";"Y";13
"5qomZgdP-yNUP";24;34000;"Hipoteca";0.0;"70CEEMwH-Zwz6";"Pagamento_debitos";"B";10000;12.18;0;0.29;"X5IQszm5-d4tl";"N";4
"HNBSXwWS-sGGW";27;77700;"Aluguel";5.0;"0pLm2gkL-4YEg";"Medico";"C";2400;0.0;0;0.03;"yQeWlyyd-9vZ1";"Y";5
"kHpPs78d-XUdX";29;113000;"Aluguel";1.0;"H6Xj6TUu-P5KX";"Educativo";"D";25000;15.31;1;0.22;"EYhIb0Gr-S0vF";"N";6
"0WvJ5JUX-424T";26;52000;"Hipoteca";10.0;"3SbuU7Bz-Xhwe";"Melhora_do_lar";"B";10750;9.62;0;0.21;"Ug3BGs3D-ERr6";"N";2
"ZxsSBZlk-ulWS";27;65000;"Hipoteca";7.0;"wPUXpIM6-7qQI";"Melhora_do_lar";"C";4500;13.92;0;0.07;"lNakFRH6-AwrN";"N";7
"sayxejAk-hABY";25;46000;"Aluguel";5.0;"U9c5BmQm-gUIl";"Educativo";"B";7000;10.25;0;0.15;"qkddqUta-cNli";"N";3
"BlG4xEuU-ZtYI";23;24996;"Propria";1.0;"D16kGrkq-rw9b";"Pessoal";"D";4575;0.0;0;0.18;"8I1ZjiXo-Dupa";"Y";2
"SutYKGTQ-A4qW";24;42000;"Hipoteca";2.0;"A0riyPtF-MFKN";"Pessoal";"A";10000;7.49;0;0.24;"aUhCwrRP-di8z";"N";4
"1uYmSYfD-6bz6";22;55000;"Hipoteca";2.0;"KcZwqIoT-fZj2";"Educativo";"A";12000;6.54;0;0.22;"F1xSlyAy-d7Oq";"N";4
"EPx9p1ZI-q751";22;52500;"Aluguel";2.0;"dGhYK69D-zW3v";"Educativo";"B";15000;10.37;0;0.29;"dROSODZ8-yZuP";"N";3
"kKpeqvn4-fChE";22;60000;"Hipoteca";1.0;"UTZN3tO4-N7fA";"Medico";"B";6750;10.99;0;0.11;"BMXe8JC7-KETi";"N";4
"4dQqCpsg-bfYf";26;60000;"Hipoteca";6.0;"GkSr4jO0-LBXI";"Pessoal";"A";3050;7.29;0;0.05;"wS9DJaXw-PdjJ";"N";3
"fMs6fjR8-ylAs";26;22584;"Aluguel";0.0;"ru3oxsDC-jRa2";"Pessoal";"A";1800;8.49;0;0.08;"L0ftEy0i-Raoa";"N";2
"TIjIFa0A-Iw11";32;59000;"Hipoteca";0.0;"m9NMGuWW-AEZC";"Medico";"C";3500;13.72;1;0.06;"cWgZ7sqm-IxA0";"N";6
"esgDCacI-av8k";24;33600;"Aluguel";0.0;"yDGZkWW9-J9ek";"Medico";"B";4800;11.86;0;0.14;"KJFRn6Ze-rr4S";"N";2
"aTzposGW-1RBW";30;54000;"Hipoteca";8.0;"rbYk12XM-sNIM";"Pessoal";"A";5000;8.0;0;0.09;"ovSmstg4-AREz";"N";8
"5NwQUzrw-aHgQ";22;13200;"Aluguel";0.0;"wy1hLZiL-BBh2";"Melhora_do_lar";"B";2500;9.91;1;0.19;"UGoxoANd-H3l8";"N";3
"oiXML1g3-Nr4f";26;70000;"Aluguel";3.0;"3ZD3RWvq-Ekpl";"Pessoal";"A";6000;8.49;0;0.09;"IDPCPi1n-3N8W";"N";4
"9fQHgffs-I3Wn";26;26989;"Aluguel";2.0;"H2EophCI-xJa9";"Medico";"C";1525;15.23;0;0.06;"U9eaSkmy-NbCS";"Y";3
"utrk8BnP-JfRi";28;54080;"Hipoteca";7.0;"k0WgKteb-Fy43";"Melhora_do_lar";"B";13750;11.14;0;0.25;"tSjB8fKG-T6al";"N";7
"2TvsTu4A-Oaa0";29;92000;"Hipoteca";3.0;"3WKbw4wE-gAbm";"Melhora_do_lar";"A";11200;0.0;0;0.12;"s6NbbfqU-qQFm";"N";5
"utpWOqYI-63nz";48;73000;"Hipoteca";14.0;"rdXnTpNk-0CjL";"Empreendimento";"A";10000;7.29;0;0.14;"ZUjM5SYo-4oX6";"N";12
"YCD4h3xc-Xkj8";25;100000;"Aluguel";9.0;"UzcpcRLr-cFUc";"Pessoal";"D";6000;14.42;0;0.06;"lACckv7z-uZQr";"Y";3
"lbLUzebn-1bsY";41;48000;"Aluguel";0.0;"JqR0n7JI-KjEZ";"Medico";"A";11000;7.66;0;0.23;"zl9Ej3Rn-q3W3";"N";15
"CKUHsc4m-JJ9w";33;77100;"Aluguel";6.0;"UBy35Czx-9ALZ";"Pagamento_debitos";"A";35000;8.49;1;0.45;"KyxD3f6Q-xH94";"N";9
"93nBCu8F-qOmS";32;59000;"Aluguel";1.0;"cgExUcnI-TB9j";"Pessoal";"D";8000;14.96;1;0.14;"QFUMtAgP-qqcf";"Y";10
"4BOON4Q3-sLtu";22;50663;"Aluguel";0.0;"0he5OLnM-9Akk";"Pagamento_debitos";"C";7500;13.22;0;0.15;"NrkinKyB-jJLk";"N";3
"uElanSXi-F6sm";23;43955;"Aluguel";7.0;"Df8GTyXv-Ni5W";"Educativo";"D";7800;15.62;0;0.18;"QUXqWd1E-UlJB";"N";3
"hf4JrcOG-8cA8";21;83000;"Hipoteca";5.0;"ypMhOojb-sl4U";"Empreendimento";"C";7000;12.73;0;0.08;"OAfzpW8B-sGgx";"Y";2
"aemAq0Kz-Cht0";22;34000;"Hipoteca";4.0;"FaI8nhlg-HHD8";"Pessoal";"D";7750;15.21;1;0.23;"8C3gKEdM-aqlq";"N";2
"43nAEv79-Fx7e";25;62400;"Hipoteca";9.0;"hARlJMqd-eTcp";"Educativo";"D";12500;14.96;0;0.2;"UqtUURsL-z572";"N";3
"fPcmSQh7-qQvA";27;40000;"Aluguel";0.0;"qwv82ERG-sOEZ";"Pagamento_debitos";"A";4800;0.0;0;0.12;"Lc9dCRy5-JLxt";"N";8
"3YZOWW7T-DcwW";24;75000;"Aluguel";4.0;"Q91WXmW5-iafE";"Melhora_do_lar";"C";3000;0.0;0;0.04;"IP1LSdMe-wOCZ";"N";4
"deGyLx3L-69Yi";38;45000;"Hipoteca";6.0;"BbxWIjti-jWtE";"Pagamento_debitos";"A";6375;7.51;0;0.14;"Ek9ossxt-nwbj";"N";16
"zF55BcyB-lMJQ";34;50004;"Aluguel";6.0;"GS72DCjI-5L1L";"Educativo";"A";6000;7.88;0;0.12;"7KKf3Kmp-m0eF";"N";5
"nd4Zwkoq-SIRv";35;85000;"Hipoteca";0.0;"argzpFL9-aJec";"Educativo";"B";20000;12.21;0;0.24;"397Y7CoU-mJSD";"N";10
"US3UE409-ud9v";22;37000;"Hipoteca";6.0;"sWWgLFzK-zIW8";"Empreendimento";"B";7500;10.95;0;0.2;"MUTXhs4E-UQoD";"N";3
"1lR9tLiN-F4eO";23;32000;"Aluguel";6.0;"T2CL2S7S-GTYO";"Pessoal";"A";3600;9.63;0;0.11;"4UjAJtng-fRyf";"N";3
"Qp0LimZl-hpfj";24;80000;"Aluguel";2.0;"wyJhnwb3-edIz";"Medico";"B";24000;10.25;0;0.3;"QMzbGmZW-aHw6";"N";2
"3ahTmWtZ-Aq0m";25;145000;"Hipoteca";3.0;"bDm4eTWp-pEQ4";"Pessoal";"B";7500;10.08;0;0.05;"YbOguw8L-kKK9";"N";2
"YwOjAOxZ-ls2u";21;61464;"Hipoteca";5.0;"gfWyQnti-SkZ4";"Melhora_do_lar";"C";4000;0.0;1;0.07;"QTMf88FA-LrT0";"Y";2
"QO3TgrGy-BkWI";27;66000;"Aluguel";6.0;"bQlBZ8sc-JEAP";"Empreendimento";"A";10000;7.9;0;0.15;"pRoK6Wi9-s75y";"N";7
"BxlUTNB5-aNfE";29;125000;"Hipoteca";12.0;"PqgPYkAm-OGxo";"Pessoal";"B";25000;10.62;0;0.2;"KM4PX8M6-NG2Y";"N";8
"YB6rR7Od-cEcz";28;60000;"Hipoteca";2.0;"H3UYu61O-BzKl";"Educativo";"A";6000;5.99;0;0.1;"fzKPFTG4-QUjn";"N";8
"i7yWnvvA-QSSX";23;42000;"Hipoteca";3.0;"to8NJBu3-NIjy";"Educativo";"A";11000;6.54;0;0.26;"RL1UYJBl-msDw";"N";3
"gcT39UbE-Ad8E";30;90000;"Aluguel";14.0;"hAiz1HQh-1SWB";"Pagamento_debitos";"A";18000;8.94;0;0.2;"kSDKrBX5-vHkb";"N";7
"FrJBWSPU-8WIz";23;40000;"Hipoteca";7.0;"zJoAtNJ5-m5sr";"Medico";"A";4000;7.51;0;0.1;"oTCucjTO-qIfh";"N";2
"SMzedmgi-F81d";27;95000;"Hipoteca";11.0;"4NvYxH0L-8FG4";"Empreendimento";"C";18000;13.48;0;0.19;"c6vtBmKU-z002";"N";5
